,pert_iname,pubchem_cid_list,canonical_smiles_list
8930,BRD-K65165610,['44498654'],['CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)Cc3ccncc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1']
8931,BRD-K65200617,['1151030'],['CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc12']
8932,BRD-K65213718,['73707577'],['C[C@]12N[C@H](Cc3ccccc13)c1ccc(cc21)[Si](C)(C)C']
8933,BRD-K65222708,['54637927'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccsc2)OCc3ccccc3-c4ccccc4C1=O']
8934,BRD-K65240553,['54657577'],['O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCCCN3CCOCC3)CC[C@@H]2N(C1)C(=O)c1ccccc1']
8935,BRD-K65242613,['44142093'],['COc1ccc(cc1OCC2CC2)C3=Nn4c(nnc4SC3)c5ccccc5Cl']
8936,BRD-K65243627,['54620488'],['COc1ccc(C#Cc2cnc3O[C@H](CN(C)CC4CCCC4)[C@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1']
8937,BRD-K65257681,['44488509'],['C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3C1=O']
8938,BRD-K65257892,['60184973'],['COc1ccc2c3c([C@H](CO)N(C[C@]33CCN(C)CC3)S(=O)(=O)c3ccc(C)cc3)n(C)c2c1']
8939,BRD-K65258912,['2345373'],['CCc1nc2sc3CCCCc3c2c(=O)n1NC(=O)CCl']
8940,BRD-K65283978,['46912090'],['COc1cccc(c1)-c1cc2nc(cc(N3CCN(CC3)C(C)=O)n2n1)-c1ccco1']
8941,BRD-K65290386,['54651704'],['COCC(=O)N(C[C@@H]1N[C@@H](CO)[C@@H]1c1ccc(cc1)C1=CCCCC1)C(C)C']
8942,BRD-K65300017,['54637878'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)Cc2ccccc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45']
8943,BRD-K65309966,['71758998'],['COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(C3)C(=O)c3ccccc3F)C(=O)Nc3ccccc3F)n(C)c2c1']
8944,BRD-K65310032,['54654426'],['CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N[C@@H]4CCN(Cc5ccccc5)C4)CC[C@H]3N(C)C(=O)c2c1']
8945,BRD-K65315692,['54658855'],['O[C@@H]1COC[C@@H]2O[C@@H](CC(=O)NCc3ccc(Oc4ccccc4)cc3)CC[C@H]2N(Cc2nccs2)C1']
8946,BRD-K65342196,['54631619'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@H](C)N(CC2CC2)C[C@@H]1C']
8947,BRD-K65342895,['6731816'],['COCCOC(=O)N1C(=O)[C@]2([C@@H]([C@@H]3N([C@@H]2c4ccccc4OCCO)[C@H]([C@H](OC3=O)c5ccccc5)c6ccccc6)C(=O)N7CCN(CC7)c8ncccn8)c9cc(C#CCC(C(=O)OC)C(=O)OC)ccc19']
8948,BRD-K65343560,['60190947'],['CC(C)C#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2[C@@H]1CN(CC2=O)C(=O)NC1CCCC1']
8949,BRD-K65367823,['54651476'],['OC[C@H]1N[C@H](CNC(=O)C2CCCC2)[C@H]1c1ccccc1']
8950,BRD-K65368843,['54639111'],['OC[C@H]1O[C@@H](CC(O)=O)CC[C@@H]1NC(=O)c1ccncc1']
8951,BRD-K65373229,['54649502'],['CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC']
8952,BRD-K65378566,['54638690'],['OC[C@H]1O[C@H](CC(=O)N2CCc3ccccc3C2)CC[C@@H]1NC(=O)Nc1cc(F)ccc1F']
8953,BRD-K65385622,['54665025'],['OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)c1ccccc1F)-c1cccc(c1)C#N']
8954,BRD-K65392546,['54666498'],['OC[C@H]1[C@H]([C@H]2CN(Cc3ccccn3)CCCCN12)c1ccc(Br)cc1']
8955,BRD-K65393151,['60189741'],['COc1ccc2c3c([C@H](CO)N(Cc4ccncc4)C[C@]33CCN(CC3)C(=O)Cc3ccncc3)n(C)c2c1']
8956,BRD-K65395273,['54638224'],['COc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)NCCc2ccncc2)O[C@@H]1CO']
8957,BRD-K65395967,['60185133'],['O=C(Nc1ccc2OCOc2c1)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccc(cc1)C#N']
8958,BRD-K65402741,['60185172'],['CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)C1CCC1']
8959,BRD-K65404805,['44607850'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C']
8960,BRD-K65409714,['54618482'],['C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc3cc(C#CCN(C)C)ccc3S1(=O)=O']
8961,BRD-K65411918,['92859'],['N[C@@H](Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1)C(O)=O']
8962,BRD-K65416438,['60184935'],['CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2Cc1ccccn1']
8963,BRD-K65416492,['56835305'],['COc1cccc(NC(=O)N(C)C[C@@H]2OCc3ccccc3-c4c(C(=O)N(C[C@H]2C)[C@@H](C)CO)n(C)c5ccccc45)c1']
8964,BRD-K65418120,['54658085'],['CCCNC(=O)N1C[C@@H](O)COC[C@H]2O[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)CC[C@H]12']
8965,BRD-K65426421,['60189964'],['CS(=O)(=O)N1CC2(C1)[C@H]([C@@H](CO)N2Cc1ccccn1)c1ccccc1']
8966,BRD-K65437607,['54638319'],['COc1ccc(cc1)S(=O)(=O)N[C@H]1CC[C@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@@H]1CO']
8967,BRD-K65455015,['44496000'],['C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O']
8968,BRD-K65456352,['54645909'],['CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCCc4ccccc4)O[C@@H]3CO)c2c1']
8969,BRD-K65464785,['25047668'],['Cc1ccc(cc1)S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)NCCn3cc(CN4[C@@H](COCC4=O)c5ccccc5)nn3']
8970,BRD-K65466135,['44506046'],['C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)OCc4cnnn4CCCC1=O']
8971,BRD-K65481562,['54649992'],['COc1ccccc1-c1ccc(cc1)[C@@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)CN(C)C']
8972,BRD-K65482654,['54657630'],['O[C@@H]1COC[C@@H]2O[C@@H](CC(=O)NC3Cc4ccccc4C3)CC[C@H]2N(C1)C(=O)Cc1ccccc1']
8973,BRD-K65485797,['54646249'],['OC[C@@H]1O[C@@H](CC(=O)NCc2ccc3OCOc3c2)C[C@@H]4[C@H]1Oc5ccc(NC(=O)Nc6ccccc6F)cc45']
8974,BRD-K65494396,['54615933'],['COc1ccc(NC(=O)N(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1']
8975,BRD-K65504774,['54646096'],['OC[C@H]1O[C@H](CC(=O)N2CCOCC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccccc5F)cc34']
8976,BRD-K65506786,['54650194'],['CC(C)NC(=O)N1[C@H](CO)[C@@H]([C@H]1C#N)c1ccc(cc1)C#CC1CCCCC1']
8977,BRD-K65514600,['44503376'],['CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO']
8978,BRD-K65517548,['54631955'],['CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3cc(F)ccc3F)cc2OC[C@H](C)N(C)C[C@H]1C']
8979,BRD-K65526065,['60191411'],['CS(=O)(=O)N1C[C@H]2[C@@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCC1CCCC1']
8980,BRD-K65536202,['44500117'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4c(cccc4C1=O)N(C)C']
8981,BRD-K65540587,['44486384'],['CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)C(=O)Nc3ccccc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1']
8982,BRD-K65541951,['54661364'],['OC[C@@H]1[C@H]2Cn3c(cccc3=O)[C@H]2N([C@H]1C(=O)NCC(F)(F)F)C(=O)C1CC1']
8983,BRD-K65567503,['60185388'],['COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1cccnc1']
8984,BRD-K65572849,['44490381'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O']
8985,BRD-K65598260,['54665064'],['CN1[C@@H](CO)[C@H]2CCN([C@H]2c2cc(ccc12)-c1cccc(F)c1)C(=O)Cc1cccnc1']
8986,BRD-K65603160,['54649591'],['CO[C@@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N']
8987,BRD-K65608865,['54638364'],['OC[C@@H]1O[C@@H](CC(=O)NCCN2CCCCC2)C=C[C@H]1NC(=O)c1cccnc1']
8988,BRD-K65617817,['54651424'],['C\\C=C\\c1ccc(cc1)[C@@H]1[C@@H](CO)N([C@H]1CN(C)C(=O)NC1CCCC1)C(C)=O']
8989,BRD-K65617968,['54664924'],['COCC(=O)N1CC[C@@H]2[C@H]1c1cc(ccc1N(C)[C@@H]2CO)-c1ccc(F)cc1']
8990,BRD-K65633533,['54652644'],['COCC(=O)N1[C@@H](CO)[C@@H]2[C@H]1CNc1ccccc21']
8991,BRD-K65655554,['60191247'],['OC[C@@H]1[C@H]([C@@H]2CN(CC(=O)N12)C(=O)C1CCOCC1)c1ccc(\\C=C\\c2ccccc2)cc1']
8992,BRD-K65657366,['54658042'],['Cc1ccccc1S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NCc3ccccc3Cl)CC[C@H]12']
8993,BRD-K65677539,['54664914'],['COc1cccc(c1)C#Cc1ccc2N(C)[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)c1ccccc1F']
8994,BRD-K65715788,['44487905'],['C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCN4CCOCC4)cc3C1=O']
8995,BRD-K65716211,['54651294'],['COCC(=O)NC[C@H]1[C@@H]([C@@H](CO)N1C(=O)C1CC1)c1ccc(cc1)C1=CCCC1']
8996,BRD-K65729053,['54661145'],['OC[C@H]1[C@@H]2Cn3c(ccc(-c4cccnc4)c3=O)[C@H]([C@@H]1C(O)=O)N2C(=O)Nc1cc(F)ccc1F']
8997,BRD-K65730939,['54646037'],['CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NCc4cc(F)ccc4F)O[C@H]3CO)c2c1']
8998,BRD-K65735929,['54638290'],['C[C@@H](NC(=O)C[C@H]1O[C@H](CO)[C@@H](NC(=O)Cc2ccccn2)C=C1)c1ccccc1']
8999,BRD-K65738831,['60185198'],['COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(CC4CCOCC4)C3)C(=O)c3ccc(F)cc3)n(C)c2c1']
9000,BRD-K65742362,['5040456'],['CN(C)S(=O)(=O)c1cccc(c1)n2sc3ccccc3c2=O']
9001,BRD-K65750227,['54632078'],['CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@@H](C)N(CCC(F)(F)F)C[C@H]1C']
9002,BRD-K65750468,['54652572'],['OC[C@H]1[C@@H]2[C@@H](CN(C(=O)c3ccncc3)c3ccccc23)N1Cc1ccccc1F']
9003,BRD-K65752719,['54637764'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2c(C)noc2C)OCc3ccccc3-c4ccccc4C1=O']
9004,BRD-K65761985,['54661324'],['CN1CCN(CC1)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(cccc3=O)[C@@H]1N2Cc1ccncc1']
9005,BRD-K65766198,['54646143'],['CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NC4CCCC4)O[C@H]3CO)c2c1']
9006,BRD-K65774694,['44634542'],['Cc1c(c2ccccc2n1C)P(=O)(c1ccccc1)c1ccccc1']
9007,BRD-K65778372,['54646021'],['OC[C@@H]1O[C@@H](CC(=O)NCCN2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)c5ccc6OCOc6c5)cc34']
9008,BRD-K65778880,['56835290'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCc3ccccc3-c4ccccc4C1=O']
9009,BRD-K65790118,['44486951'],['C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(on2)c3ccccc3)OCc4cn(CCCC1=O)nn4']
9010,BRD-K65801064,['60185196'],['COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(CC1)S(=O)(=O)c1cccc(C)c1)C(=O)Nc1cccc(F)c1']
9011,BRD-K65809558,['54625722'],['C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3cc(C#CCN(C)C)ccc3S1(=O)=O']
9012,BRD-K65824347,['54654364'],['CN1[C@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O']
9013,BRD-K65836281,['54661383'],['CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@@H]1N2C(=O)C1CCC1']
9014,BRD-K65837806,['44505398'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Oc2cccc3ccccc23)OCc4cn(CCCC1=O)nn4']
9015,BRD-K65851733,['54654561'],['COC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Cc4cccs4)cc3C(=O)N2C)O1']
9016,BRD-K65857447,['60184717'],['Cc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2S(=O)(=O)c1ccc(C)cc1']
9017,BRD-K65862059,['54649424'],['CN(C)C(=O)c1ccc(cc1)-c1cccc(c1)-c1nc(cc2CN([C@H](CCO)c12)[S@](=O)C(C)(C)C)C(=O)N(C)C']
9018,BRD-K65900075,['54631976'],['CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OC[C@H](C)N(Cc2ccccn2)C[C@H]1C']
9019,BRD-K65904652,['44506810'],['C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)CCCCCC(=O)Nc4ccccc4N)cccc3C1=O']
9020,BRD-K65909937,['54658006'],['O[C@H]1COC[C@@H]2O[C@@H](CC(=O)NCC3CC3)CC[C@H]2N(CC2CCOCC2)C1']
9021,BRD-K65913932,['54646348'],['COc1ccc(NC(=O)Nc2ccc3O[C@@H]4[C@@H](C[C@H](CC(=O)N5CCN(C)CC5)O[C@@H]4CO)c3c2)cc1']
9022,BRD-K65920478,['60190188'],['COc1cccc(CN2C[C@]3(CN(CC4CCOCC4)C3)c3c([nH]c4cc(OC)ccc34)[C@H]2CO)c1']
9023,BRD-K65922289,['54645887'],['OC[C@H]1O[C@H](CC(=O)NCc2ccccc2F)C[C@@H]3[C@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34']
9024,BRD-K65927019,['54666599'],['CN(C)CC#Cc1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(C[C@@H]12)C(=O)Nc1ccccc1F']
9025,BRD-K65927786,['54658104'],['O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCc3cccc(F)c3)CC[C@@H]2N(C1)C(=O)c1ccncc1']
9026,BRD-K65946722,['60184991'],['COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CN(Cc2ccc(F)cc2)C1)C(=O)NC(C)C']
9027,BRD-K65955264,['5716367'],['CCCCCC[n+]1ccccc1\\C=C\\c1ccc(cc1)N(C)C']
9028,BRD-K65959597,['44506886'],['C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O']
9029,BRD-K65968843,['54649948'],['OC[C@H]1[C@H]([C@@H](C#N)N1C(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCCC1']
9030,BRD-K65968856,['54637814'],['C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)N[C@H](C)c2ccccc2)OCc3ccccc3-c4ccccc4C1=O']
9031,BRD-K65971331,['25330436'],['COc1cccc(CN(C)C(=O)c2ccc(OCc3cn4cccc(C)c4n3)cc2)c1OC']
9032,BRD-K65974287,['54646624'],['COC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)NC4CCCC4)cc23)[C@@H](CO)O1']
9033,BRD-K65981456,['121051'],['CC(=O)NCCc1ccc(O)cc1']
9034,BRD-K65981470,['54645815'],['OC[C@H]1O[C@H](CC(=O)NCCN2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)C5CCOCC5)cc34']
9035,BRD-K65983169,['60185224'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(CC2CCOCC2)C1)C(=O)Nc1c(C)noc1C']
9036,BRD-K65983740,['44487505'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O']
9037,BRD-K65988431,['54657561'],['O[C@@H]1COC[C@H]2O[C@@H](CC(=O)N3CCCCC3)CC[C@@H]2N(C1)S(=O)(=O)c1cccc(Cl)c1']
9038,BRD-K65997856,['54618712'],['CNC[C@@H]1Oc2ncc(/C=C/c3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO']
9039,BRD-K66033125,['54657801'],['COc1cccc(NC(=O)N2C[C@@H](O)COC[C@@H]3O[C@H](CC(=O)N(C)C)CC[C@@H]23)c1']
9040,BRD-K66035321,['44485060'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCc3cn(CCCC1=O)nn3']
9041,BRD-K66037923,['44142148'],['Cn1nnnc1Sc2ncnc3scc(c4cccc(c4)S(=O)(=O)C)c23']
9042,BRD-K66046471,['54631344'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3cccc(F)c3)ccc2OC[C@H](C)N(C)C[C@@H]1C']
9043,BRD-K66046647,['60185036'],['COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CN(C1)C(=O)c1ccccc1F)C(=O)Nc1ccc(F)cc1']
9044,BRD-K66052559,['54646682'],['CN(C)CC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N4CCc5ccccc5C4)O[C@@H]3CO)c2c1']
9045,BRD-K66064682,['54660702'],['OC[C@@H]1[C@H]2Cn3c(=O)c(\\C=C\\c4ccccc4)ccc3[C@H]2N(Cc2ccc3OCOc3c2)[C@H]1C(O)=O']
9046,BRD-K66084396,['54649996'],['COc1cccc(c1)C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)c1ccccn1']
9047,BRD-K66123981,['54666438'],['OC[C@@H]1[C@H]([C@H]2CN(CCCCN12)S(=O)(=O)c1ccc(F)cc1)c1ccc(cc1)-c1cncnc1']
9048,BRD-K66131980,['54646235'],['C[C@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@@H](CO)O1)c5ccccc5']
9049,BRD-K66142238,['54654580'],['COc1ccccc1C(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)NCCc4ccncc4)CC[C@@H]3N(C)C(=O)c2c1']
9050,BRD-K66147676,['54631802'],['CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3OC)ccc2OC[C@@H](C)N(C)C[C@H]1C']
9051,BRD-K66149656,['54638675'],['OC[C@@H]1O[C@H](CCNC(=O)Cc2ccncc2)CC[C@H]1NC(=O)C1CCC1']
9052,BRD-K66177994,['60191080'],['CC(C)NC(=O)N1C[C@@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(\\C=C\\c2ccccc2)cc1']
9053,BRD-K66184091,['54638768'],['CC(C)NC(=O)NCC[C@@H]1CC[C@H](NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@@H](CO)O1']
9054,BRD-K66185150,['44487401'],['CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCN(C)C)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO']
9055,BRD-K66185487,['54638704'],['OC[C@H]1O[C@@H](CC(=O)Nc2nccs2)C=C[C@H]1NC(=O)c1cccc(F)c1']
9056,BRD-K66187495,['60185118'],['COc1ccc2c3c([C@@H](CO)N(C)C[C@]33CN(CC4CC4)C3)n(C)c2c1']
9057,BRD-K66191602,['44500488'],['CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)Cc3ccc4OCOc4c3)[C@H](C)CN([C@@H](C)CO)C(=O)Cc2c1']
9058,BRD-K66199575,['56835350'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45']
9059,BRD-K66204187,['54618500'],['C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)Oc3ncc(C#Cc4ccccc4F)cc3C1=O']
9060,BRD-K66205522,['54646221'],['CN(C)c1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCc4ccc(Oc5ccccc5)cc4)O[C@@H]3CO)c2c1']
9061,BRD-K66221011,['44490393'],['CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)CCCN(C)C)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1']
9062,BRD-K66224104,['3477497'],['Cc1ccc(NCn2c(=O)oc3ccccc23)cc1']
9063,BRD-K66253082,['54664933'],['CCCC#Cc1ccc2N(C)[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)S(=O)(=O)c1ccccc1']
9064,BRD-K66261897,['54616981'],['C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O']
9065,BRD-K66271478,['54651337'],['CCN(C[C@@H]1N[C@@H](CO)[C@H]1c1ccc(cc1)\\C=C\\C)C(=O)CN1CCOCC1']
9066,BRD-K66295388,['60185235'],['COc1ccc2c3c([C@H](CO)N(C[C@]33CCN(CC3)C(=O)Nc3cccc(F)c3)S(C)(=O)=O)n(C)c2c1']
9067,BRD-K66295580,['44492330'],['CNC[C@H]1Oc2ccc(NC(=O)Nc3ccccc3)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO']
9068,BRD-K66299073,['54658083'],['CCCNC(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)CC[C@H]12']
9069,BRD-K66328731,['54645888'],['OC[C@@H]1O[C@@H](CC(=O)NCc2ccccc2F)C[C@H]3[C@@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34']
9070,BRD-K66333474,['54652435'],['OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)Nc3ccc(F)cc3)c3ccccc23)N1C(=O)c1cccnc1']
9071,BRD-K66340791,['60184921'],['COCC(=O)N1CC[C@@]2(CC1)CN(Cc1cc(F)ccc1F)[C@H](CO)c1c2c2ccc(OC)cc2n1C']
9072,BRD-K66344816,['54646566'],['OC[C@@H]1O[C@H](CC(=O)NCc2ccccn2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Cc5ccncc5)cc34']
9073,BRD-K66356233,['54657616'],['O[C@H]1COC[C@@H]2O[C@@H](CC(=O)NCc3ccc(Cl)cc3)CC[C@H]2N(Cc2cc(F)ccc2F)C1']
9074,BRD-K66357706,['56835469'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)OCc3ccccc3-c4ccccc4C1=O']
9075,BRD-K66359319,['845368'],['CCc1ccc2nc(Nc3nc(=O)c4ccccc4[nH]3)nc(C)c2c1']
9076,BRD-K66363099,['44495439'],['C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)OCc3cnnn3CCCC1=O']
9077,BRD-K66378473,['54638882'],['OC[C@@H]1O[C@H](CC(=O)NCC2CC2)C=C[C@H]1NC(=O)c1ccncc1']
9078,BRD-K66381707,['15993715'],['Cn1c2ccc(/N=C/c3ccccc3O)cc2c4nc5ccccc5nc14']
9079,BRD-K66383562,['54654477'],['CN1[C@H]2CC[C@@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)c3cc(C)on3)cc2C1=O']
9080,BRD-K66390767,['54651307'],['OC[C@H]1[C@@H]([C@@H](CNC(=O)C2CCC2)N1C(=O)Cc1ccncc1)c1ccccc1']
9081,BRD-K66401835,['54632066'],['COCC(=O)Nc1ccc2c(OC[C@H](C)N(C[C@@H](C)[C@@H](CN(C)C2=O)OC)C(=O)NC(C)C)c1']
9082,BRD-K66413861,['54646709'],['CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NCC4CC4)O[C@H]3CO)c2c1']
9083,BRD-K66426634,['6729040'],['NC(=O)NCC#Cc1ccc2NC(=O)[C@@]3([C@H]([C@H]4N([C@H]3c5ccc(OCCO)cc5)[C@@H]([C@@H](OC4=O)c6ccccc6)c7ccccc7)C(=O)NCC=C)c2c1']
9084,BRD-K66438357,['24747175'],['OCCNc1nc(Nc2ccccc2C(F)(F)F)nc(n1)N3CCCC3']
9085,BRD-K66442181,['54637684'],['C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@@H]2CCCN2C)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45']
9086,BRD-K66446284,['44537751'],['C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccs2)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3CC1=O']
