,pert_iname,pubchem_cid_list,canonical_smiles_list
15830,fosfosal,['3418'],['OC(=O)c1ccccc1OP(O)(O)=O']
15831,fosinopril,['6708482'],['CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C']
15832,fostamatinib,['11213558'],['COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC']
15833,foxy-5,['44628955'],['CSCC[C@H](NC=O)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O']
15834,fraxetin,['5273569'],['COc1cc2ccc(=O)oc2c(O)c1O']
15835,fraxidin,['3083928'],['COc1cc2ccc(=O)oc2c(OC)c1OC']
15836,fulvestrant,"['5284640', '73707501']","['CC12CCC3C(C2CCC1O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34', 'C[C@]12CC[C@H]3[C@@H]([C@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31', 'C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31']"
15837,fumonisin-b1,['73707380'],['CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(O)=O)C(O)=O)[C@H](CC(C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(O)=O)C(O)=O']
15838,furaltadone,['92968'],['[O-][N+](=O)c1ccc(C=NN2CC(CN3CCOCC3)OC2=O)o1']
15839,furan,['8029'],['c1ccoc1']
15840,furosemide,['3440'],['NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl']
15841,fursultiamine,['3002119'],['C\\C(N(Cc1cnc(C)nc1N)C=O)=C(\\CCO)SSCC1CCCO1']
15842,fusaric-acid,['3442'],['CCCCc1ccc(nc1)C(=O)O']
15843,gabapentin,['3446'],['NCC1(CC(O)=O)CCCCC1']
15844,gabazine,['5275'],['COC1=CC=C(C=C1)C2=N[N+](=C(C=C2)N)CCCC(=O)O']
15845,gabexate,['3447'],['CCOC(=O)c1ccc(OC(=O)CCCCCNC(N)=N)cc1']
15846,gaboxadol,['5702253'],['Oc1noc2CNCCc12']
15847,galantamine,['9651'],['CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O']
15848,gallamine,['5458167'],['CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC']
15849,gallic-acid,['370'],['OC(=O)c1cc(O)c(O)c(O)c1']
15850,gamma-linolenic-acid,['5280933'],['CCCCC\\C=C/C\\C=C/C\\C=C/CCCCC(O)=O']
15851,ganciclovir,['3454'],['Nc1nc2n(COC(CO)CO)cnc2c(=O)[nH]1']
15852,gangaleoidin,['4565183'],['COC(=O)c1c(C)c2Oc3c(Cl)c(O)c(Cl)c(C)c3C(=O)Oc2cc1OC']
15853,ganglioside,['4673190'],['COC(=O)c1c(C)c2Oc3c(Cl)c(OC(=O)C)c(Cl)c(C)c3C(=O)Oc2cc1OC']
15854,garcinol,['73707546'],['CC(=C)[C@@H](CC=C(C)C)C[C@]12C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)C1=O)C2=O']
15855,gatifloxacin,['5379'],['COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1']
15856,gavestinel,['6450546'],['OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1C=CC(=O)Nc3ccccc3']
15857,gedunin,['12004512'],['CC1(C)C=CC(=O)[C@@]2(C)C1CC(=O)[C@]3(C)C2CC[C@@]4(C)[C@@H](OC(=O)C5OC543)c6ccoc6']
15858,gefitinib,['123631'],['COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1']
15859,geldanamycin,['5288382'],['C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\\C=C(\\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\\C)C)O)OC']
15860,gelsemine,['5390854'],['CN1C[C@@]2(C=C)C3CC4OC[C@@H]3[C@@H]1[C@H]2[C@@]45C(=O)Nc6ccccc65']
15861,gemcitabine,['60749'],['Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1']
15862,gemfibrozil,['3463'],['Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1']
15863,genipin,['23340'],['COC(=O)C1=COC(O)C2C1CC=C2CO']
15864,genistein,['5280961'],['C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O']
15865,gentamicin,['6713924'],['CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CC[C@H]3N)[C@@H](C)N)[C@@H]2O)OC[C@]1(C)O']
15866,geranyl-geranyl-pyrophosphate,['447277'],['CC(C)=CCC\\C(C)=C\\CC\\C(C)=C\\CC\\C(C)=C\\COP(O)(=O)OP(O)(O)=O']
15867,geranylgeraniol,['5281365'],['CC(C)=CCC\\C(C)=C\\CC\\C(C)=C\\CC\\C(C)=C\\CO']
15868,gestrinone,"['73707430', '73707492']","['CC[C@]1(O)CCC2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]12CC', 'CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@H]1CC[C@@]2(O)C#C']"
15869,gingerol,['442793'],['CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1']
15870,ginsenoside,['100018'],['CC(=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC54C)C']
15871,gitoxigenin,['348482'],['C[C@@]12CCC3C(CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C@@]2(O)C[C@H](O)[C@@H]1C5=CC(=O)OC5']
15872,givinostat,['9804992'],['CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1']
15873,glafenine,['3474'],['OCC(O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12']
15874,glibenclamide,['3488'],['COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3']
15875,gliclazide,['3475'],['Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1']
15876,glimepiride,['3476'],['CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C']
15877,glipizide,['3478'],['Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1']
15878,gliquidone,['91610'],['COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C']
15879,glucosamine,['445621'],['N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O']
15880,glutamine,['5961'],['N[C@@H](CCC(N)=O)C(O)=O']
15881,glutamyldopamine,['73707617'],['N[C@H](CCC(=O)NCCc1ccc(O)c(O)c1)C(O)=O']
15882,glycerol,['753'],['OCC(O)CO']
15883,glycocholic-acid,['10140'],['C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C']
15884,glycodeoxycholic-acid,['3035026'],['C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C']
15885,glycopyrrolate,['11693'],['C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)c1ccccc1']
15886,goserelin,['23581804'],['CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O']
15887,gossypin,['5281621'],['OC[C@H]1O[C@@H](Oc2c(O)cc(O)c3c2oc(-c2ccc(O)c(O)c2)c(O)c3=O)[C@H](O)[C@@H](O)[C@@H]1O']
15888,gossypol,['227456'],['CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O']
15889,granisetron,"['17572266', '6918003']","['CN1[C@H]2CCC[C@@H]1C[C@@H](C2)NC(=O)c3nn(C)c4ccccc34', 'CN1[C@H]2CCC[C@H]1C[C@H](C2)NC(=O)c1nn(C)c2ccccc12']"
15890,graveoline,['353825'],['Cn1c(cc(=O)c2ccccc12)c3ccc4OCOc4c3']
15891,griseofulvin,['441140'],['COc1cc(OC)c(Cl)c2O[C@]3([C@H](C)CC(=O)C=C3OC)C(=O)c12']
15892,guaiacol,['460'],['COc1ccccc1O']
15893,guaifenesin,['3516'],['COc1ccccc1OCC(O)CO']
15894,guanaben-acetate,['5702063'],['NC(=N)N\\N=C\\c1c(Cl)cccc1Cl']
15895,guanabenz,['5702063'],['C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl']
15896,guanadrel,['66931399'],['NC(=N)NCC1COC2(CCCCC2)O1.NC(=N)NCC1COC2(CCCCC2)O1']
15897,guanethidine,['73707360'],['NC(=N)NCCN1CCCCCCC1.NC(=N)NCCN1CCCCCCC1']
15898,guanfacine,['3519'],['NC(=N)NC(=O)Cc1c(Cl)cccc1Cl']
15899,guggulsterone,"['21976524', '73707425']","['CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C', 'C\\C=C1/C(=O)CC2C3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@@]12C']"
15900,haematoxylin-pentaacetate,['6708558'],['CC(=O)Oc1ccc2C3c4cc(OC(=O)C)c(OC(=O)C)c(OC(=O)C)c4CC3(O)COc2c1OC(=O)C']
15901,halcinonide,['443943'],['C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F']
15902,halofantrine,['37392'],['CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F']
15903,halometasone,['9846332'],['C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)Cl']
15904,haloperidol,['3559'],['OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1']
15905,haloprogin,['3561'],['Clc1cc(Cl)c(OCC#CI)cc1Cl']
15906,harmine,['5280953'],['COc1ccc2c(c1)[nH]c3c(C)nccc23']
15907,harpagoside,['5281542'],['C[C@@]1(C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12)OC(=O)/C=C/c4ccccc4']
15908,heliomycin,['5282060'],['Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5-c34']
15909,heliotrine,['906426'],['CO[C@H](C)C(O)(C(C)C)C(=O)OCC1=CCN2CC[C@H](O)[C@H]21']
15910,helveticoside,['441860'],['C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)OC2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6']
15911,hemado,['4043357'],['CCCCC#Cc1nc(NC)c2ncn(C3OC(CO)C(O)C3O)c2n1']
15912,hemicholinium-3,['6852385'],['C[N+]1(C)CCOC(O)(C1)c2ccc(cc2)c3ccc(cc3)C4(O)C[N+](C)(C)CCO4']
15913,heptaminol,['3590'],['CC(N)CCCC(C)(C)O']
15914,heraclenol,['328236'],['CC(C)(O)C(O)COc1c2occc2cc3ccc(=O)oc13']
15915,herniarin,['10748'],['COc1ccc2ccc(=O)oc2c1']
15916,hesperidin,['10621'],['COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2']
15917,hexachlorophene,['3598'],['Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl']
15918,hexamethonium,['23723027'],['C[N+](C)(C)CCCCCC[N+](C)(C)C']
15919,hexamethyleneamiloride,['1794'],['NC(=N)NC(=O)c1nc(Cl)c(nc1N)N2CCCCCC2']
15920,hexamethylenebisacetamide,['3616'],['CC(=O)NCCCCCCNC(=O)C']
15921,hexestrol,['3606'],['CCC(C(CC)c1ccc(O)cc1)c1ccc(O)cc1']
15922,hexetidine,['3607'],['CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1']
15923,hexylcaine,['10770'],['CC(CNC1CCCCC1)OC(=O)c1ccccc1']
15924,hexylresorcinol,['3610'],['CCCCCCc1ccc(O)cc1O']
15925,hinokitiol,['3611'],['CC(C)c1cccc(=O)c(O)c1']
15926,hippeastrine,['441594'],['CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5OCOc5cc4[C@H]3[C@H]12']
15927,hispidin,['5353671'],['Oc1cc(/C=C/c2ccc(O)c(O)c2)oc(=O)c1']
15928,homatropine,['73707487'],['CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O']
15929,homochlorcyclizine,['3627'],['CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1']
15930,homoharringtonine,['285033'],['CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O']
15931,homosalate,['8362'],['CC1CC(CC(C)(C)C1)OC(=O)c1ccccc1O']
15932,homoveratrylamine,['8421'],['COc1ccc(CCN)cc1OC']
15933,honokiol,['72303'],['Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O']
15934,huperzine-a,"['4369233', '907504']","['C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C', 'C\\C=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2', 'C\\C=C1\\[C@@H]2Cc3nc(O)ccc3[C@@]1(N)CC(C)=C2']"
15935,hycanthone,['3634'],['CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12']
15936,hydralazine,"['23817956', '71299681']","['N/N=C/1\\N=NC=C2C=CC=CC12', 'NN=C1N=NC=C2C=CC=CC12']"
15937,"hydrastine-(1r,-9s)",['197834'],['COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3cc12']
15938,hydrastinine,['3397945'],['C[N+]1=Cc2cc3OCOc3cc2CC1']
15939,hydrochlorothiazide,['3639'],['NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl']
15940,hydrocortisone,['5754'],['C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O']
15941,hydrocortisone-acetate,['5744'],['CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C']
15942,hydrocortisone-hemisuccinate,['16623'],['C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O']
15943,hydrocortisone-phosphate,['155903676'],['CC12C[C@H](O)C3C(CCC4=CC(=O)CCC34C)C1CC[C@]2(O)C(=O)COP(O)(O)=O']
15944,hydrocortisone-valerate,['45006145'],['CCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C)C(=O)CO']
15945,hydrocotarnine,['3646'],['COc1c2OCOc2cc3CCN(C)Cc13']
15946,hydroflumethiazide,['3647'],['NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F']
15947,hydroquinidine,['45479756'],['CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12']
15948,hydroquinine,['121515'],['CC[C@H]1CN2CCC1C[C@H]2[C@H](O)c3ccnc4ccc(OC)cc34']
15949,hydroxychloroquine,['3652'],['CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12']
15950,hydroxycholesterol,['10135759'],['C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C']
15951,hydroxyfasudil,['3064778'],['Oc1nccc2c(cccc12)S(=O)(=O)N1CCCNCC1']
15952,hydroxyl,['73707605'],['CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4[C@H](O)C=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\\CO)=C\\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\\CO)=C\\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O']
15953,"hydroxytacrine-maleate-(r,s)",['667530'],['Nc1c2C(O)CCCc2nc2ccccc12']
15954,hydroxytyrosol,['82755'],['OCCc1ccc(O)c(O)c1']
15955,hydroxyzine,['71612'],['OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1']
15956,hymecromone,['5280567'],['Cc1cc(=O)oc2cc(O)ccc12']
15957,hyoscyamine,['154417'],['CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3']
15958,hyperforin,['51348735'],['CC(C)C(=O)[C@@]12C(=O)C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O']
15959,hypericin,['3663'],['Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O']
15960,hyperoside,['5281643'],['OC[C@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@H]1O']
15961,ibandronic-acid,['60852'],['CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O']
15962,ibrutinib,['16126651'],['Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)C1CCCN(C1)C(=O)C=C']
15963,ibudilast,['3671'],['CC(C)C(=O)c1c(nn2ccccc12)C(C)C']
15964,ibuprofen,['3672'],['CC(C)Cc1ccc(cc1)C(C)C(O)=O']
15965,ibuprofen-(S),['39912'],['CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O']
15966,ibutilide,['73707513'],['CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1']
15967,icariin,['5318997'],['COc1ccc(cc1)c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O']
15968,ichthynone,['3428129'],['COc1cc2OCOc2cc1c3coc4c5C=CC(C)(C)Oc5c(OC)cc4c3=O']
15969,icilin,['161930'],['Oc1ccccc1N1CC=C(NC1=O)c1cccc(c1)[N+]([O-])=O']
15970,icosapent,['446284'],['CC\\C=C/C\\C=C/C\\C=C/C\\C=C/C\\C=C/CCCC(O)=O']
15971,idarubicin,"['42594', '636362']","['CC1OC(CC(N)C1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O', 'C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O']"
15972,idazoxan,['154494'],['C1CN=C(N1)C1COc2ccccc2O1']
15973,idebenone,['3686'],['COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O']
15974,idelalisib,['11625818'],['CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1']
15975,idoxuridine,['5905'],['OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O']
15976,ifenprodil,['6419987'],['CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1']
15977,ifosfamide,['3690'],['ClCCNP1(=O)OCCCN1CCCl']
15978,ilomastat,['132519'],['CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO']
15979,iloperidone,['71360'],['COc1cc(ccc1OCCCN1CCC(CC1)c1noc2cc(F)ccc12)C(C)=O']
15980,iloprost,['5311181'],['CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O']
15981,imatinib,['123596'],['CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1']
15982,imidazolidinyl-urea,['38258'],['OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O']
15983,imiloxan,['133621'],['CCn1ccnc1CC1COc2ccccc2O1']
15984,imipenem,['12801781'],['C[C@@H](O)[C@H]1[C@H]2CC(SCCNC=N)=C(N2C1=O)C(O)=O']
15985,imipramine,['3696'],['CN(C)CCCN1c2ccccc2CCc2ccccc12']
15986,imiquimod,['57469'],['CC(C)Cn1cnc2c(N)nc3ccccc3c12']
15987,immepip,['3035842'],['C(C1CCNCC1)c1c[nH]cn1']
15988,immethridine,['9989505'],['C(c1cnc[nH]1)c1ccncc1']
15989,imperatorin,['10212'],['CC(=CCOc1c2occc2cc3ccc(=O)oc13)C']
15990,importazole,['2949965'],['CC(Nc1nc(nc2ccccc12)N3CCCC3)c4ccccc4']
15991,indapamide,['3702'],['CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O']
15992,indatraline,['10314472'],['CN[C@@H]1C[C@H](c2ccccc12)c1ccc(Cl)c(Cl)c1']
15993,indinavir,['5462355'],['CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12']
15994,indirubin,['10177'],['C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O']
15995,indirubin-3-monoxime,['3707'],['O\\N=C1c2ccccc2NC/1=C1\\C(=O)Nc2ccccc12']
15996,indole-3-carbinol,['3712'],['OCc1c[nH]c2ccccc12']
15997,indolophenanthridine,['58144'],['CN1Cc2ccccc2[C@H]3[C@H]1Cc4c[nH]c5cccc3c45']
15998,indometacin,['3715'],['COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1']
15999,indoprofen,['3718'],['CC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O']
16000,ingenol,['5225086'],['CC1CC2C(C3C=C(COC(=O)c4ccccc4)C(O)C4(O)C(OC(=O)c5ccccc5)C(C)=CC14C3=O)C2(C)C']
16001,inhibitor-BEC,['16760312'],['N[C@H](CSCCB(O)O)C(=O)O']
16002,iniparib,['9796068'],['NC(=O)c1ccc(I)c(c1)[N+]([O-])=O']
16003,iobenguane,['2759362'],['NC(=N)NCc1cccc(I)c1']
16004,iocetamic-acid,['76964490'],['CC(CN(C(C)=O)c1c(I)cc(I)c(N)c1I)C(O)=O']
16005,iodixanol,['3724'],['CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I']
16006,iodoacetic-acid,['5240'],['OC(=O)CI']
16007,iodophenpropit,['3035746'],['Ic1ccc(CCNC(=N)SCCCc2c[nH]cn2)cc1']
16008,iohexol,['3730'],['CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I']
16009,ionomycin,['73652146'],['CCC[C@@H](C)C[C@H](C)C[C@H](C)C(=O)CC(=O)[C@H](C)C[C@H](C)C\\C=C\\[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@@H]1CC[C@](C)(O1)C1CC[C@](C)(O1)[C@@H](C)O']
16010,iopamidol,['65492'],['C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I']
16011,iopanoic-acid,['3735'],['CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O']
16012,iopromide,['3736'],['COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I']
16013,ioversol,['3741'],['OCCN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I']
16014,ioxaglic-acid,['3742'],['CNC(=O)c1c(I)c(N(C)C(C)=O)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(O)=O)c(I)c(C(=O)NCCO)c2I)c1I']
16015,ipidacrine,['604519'],['Nc1c2CCCc2nc2CCCCc12']
16016,ipratropium,['5702074'],['CC(C)[N+]1([C@@H]2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C']
16017,ipriflavone,['3747'],['CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O']
16018,iproniazid,['9367'],['CC(C)NNC(=O)c1ccncc1']
16019,ipsapirone,['56971'],['O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12']
